id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date
7211402305,240000.0,3.0,1.75,1780.0,5000,1.5,0,0,3.0,6.0,1080,700,1957,0,98146,47.5105,-122.36,1500,5000.0,20150415T000000
1221059176,353000.0,4.0,2.75,2200.0,19160,1.0,0,0,3.0,7.0,1410,790,1989,0,98092,47.3224,-122.122,2240,17557.5,20150311T000000
7549802600,335000.0,4.0,2.0,1480.0,3132,1.0,0,0,5.0,6.0,740,740,1910,0,98108,47.55,-122.312,1480,6420.0,20140528T000000
4112100165,475000.0,3.0,3.0,2010.0,2554,2.0,0,0,3.0,7.0,1860,150,2001,0,98118,47.5525,-122.269,1370,5100.0,20150317T000000
7518506595,660000.0,3.0,2.0,2880.0,5100,1.5,0,0,4.0,7.0,2080,800,1926,0,98117,47.6805,-122.385,1820,5100.0,20140826T000000
2767602490,551000.0,3.0,1.0,940.0,1948,1.0,0,0,5.0,6.0,940,0,1900,0,98107,47.6733,-122.383,1700,5000.0,20140724T000000
3821000100,249950.0,4.0,1.75,1620.0,10530,1.0,0,0,3.0,7.0,1620,0,1968,0,98030,47.3808,-122.211,1890,9975.0,20150320T000000
524069019,1129575.0,4.0,3.25,4234.5,19160,2.0,0,0,3.0,9.5,3740,0,1988,0,98075,47.5927,-122.064,3240,9791.0,20141120T000000
1492800296,575000.0,3.0,1.75,1530.0,6743,1.0,0,0,3.0,7.0,1410,120,1955,0,98116,47.5745,-122.396,2040,6000.0,20140703T000000
7855900110,1088890.0,4.0,2.75,3460.0,11350,1.0,0,0,4.0,9.0,1780,1400,1974,0,98006,47.568,-122.153,3200,13874.0,20140718T000000
7853290090,515000.0,4.0,2.5,2890.0,7306,2.0,0,0,3.0,7.0,2890,0,2006,0,98065,47.5447,-121.883,2850,6687.0,20141118T000000
2123049175,235000.0,3.0,1.5,1980.0,11214,1.0,0,0,3.0,7.0,1980,0,1959,0,98168,47.4696,-122.298,1510,9072.0,20141210T000000
2025049064,796000.0,3.0,1.0,1980.0,3243,1.5,0,0,3.0,8.0,1980,0,1912,0,98102,47.6429,-122.327,1380,1249.0,20140915T000000
6046401105,450000.0,2.0,1.5,1450.0,2550,1.0,0,0,3.0,7.0,820,630,1984,0,98103,47.6911,-122.348,1450,5100.0,20150423T000000
3505100756,1129575.0,4.0,3.0,4234.5,18834,1.0,0,0,5.0,9.5,2180,1400,1971,0,98116,47.5811,-122.4,2490,8858.0,20141106T000000
5468730110,270000.0,4.0,2.5,1810.0,6509,2.0,0,0,3.0,7.0,1810,0,1994,0,98042,47.3531,-122.143,1760,7417.0,20140508T000000
5154200015,1129575.0,3.0,3.0,2490.0,19160,2.0,0,0,3.0,9.5,2490,0,2000,0,98116,47.5596,-122.403,2580,12119.0,20150414T000000
9285800590,565000.0,3.0,1.0,1610.0,4108,1.5,0,0,5.0,7.0,1610,0,1928,0,98126,47.5704,-122.376,1680,4467.0,20150309T000000
4083304190,680000.0,1.5,2.5,1820.0,3008,2.0,0,0,3.0,7.0,1090,730,1910,0,98103,47.6529,-122.339,1860,3420.0,20140804T000000
2470100110,1129575.0,5.0,3.625,4234.5,19160,2.0,0,0,3.0,9.5,3740,1400,2001,0,98039,47.6289,-122.233,3560,17557.5,20140804T000000
7574910490,864500.0,4.0,2.5,3520.0,19160,2.0,0,0,4.0,9.5,3520,0,1992,0,98077,47.7437,-122.035,3210,17557.5,20141114T000000
868001030,1129575.0,4.0,2.25,3740.0,18000,1.0,0,0,4.0,9.0,1870,1400,1951,0,98177,47.7027,-122.378,2610,10902.0,20140915T000000
8108600464,335000.0,3.0,2.25,2150.0,19160,2.0,0,0,3.0,7.0,2150,0,1991,0,98188,47.4605,-122.277,2010,10800.0,20140515T000000
3295610490,911000.0,4.0,3.25,3526.0,15958,2.0,0,0,3.0,9.5,3526,0,1997,0,98075,47.567,-122.033,3639,15090.0,20150504T000000
5013500110,425000.0,2.0,1.0,1070.0,6625,1.0,0,0,3.0,7.0,830,240,1950,0,98116,47.5736,-122.393,1310,6625.0,20141112T000000
3223069019,299950.0,3.0,1.0,1410.0,19160,1.0,0,0,3.0,7.0,1410,0,1949,0,98058,47.4303,-122.067,2000,17557.5,20141029T000000
2725069085,864000.0,4.0,2.5,3190.0,19160,2.0,0,0,3.0,9.5,3190,0,1999,0,98074,47.6216,-122.015,3040,17557.5,20141208T000000
6821600265,425000.0,2.0,1.0,1270.0,6000,1.0,0,0,3.0,7.0,1270,0,1939,0,98199,47.6482,-122.393,1770,6000.0,20150305T000000
1471701780,374950.0,4.0,1.5,1970.0,14490,1.5,0,0,4.0,7.0,1970,0,1963,0,98059,47.4612,-122.069,1880,14880.0,20140814T000000
9835800750,247000.0,3.0,2.25,1640.0,7630,1.0,0,0,4.0,8.0,1180,460,1968,0,98032,47.3739,-122.29,1930,7630.0,20141203T000000
8835900015,475000.0,3.0,1.0,1600.0,7161,1.0,0,0,3.0,8.0,1600,0,1953,0,98118,47.5507,-122.261,1760,8280.0,20141212T000000
806800110,275000.0,3.0,2.5,3020.0,5868,2.0,0,0,3.0,7.0,3020,0,2003,0,98092,47.3361,-122.175,2710,5470.0,20140801T000000
826069002,355000.0,2.0,1.0,1350.0,19160,1.0,0,0,3.0,6.0,1350,0,1947,0,98077,47.7617,-122.061,2330,17557.5,20141029T000000
2222059064,285000.0,4.0,1.75,1870.0,19160,1.0,0,0,3.0,7.0,1070,800,1959,0,98042,47.3775,-122.165,2100,10185.0,20150318T000000
7781600100,1129575.0,3.0,2.75,2730.0,19160,1.5,0,0,3.0,9.0,1940,790,1963,0,98146,47.4857,-122.361,2630,17557.5,20140905T000000
4047200265,325000.0,2.0,1.0,1100.0,17817,1.0,0,0,3.0,7.0,620,480,1980,0,98019,47.7728,-121.9,1790,17557.5,20140811T000000
2125059013,1129575.0,5.0,3.5,4234.5,19160,2.0,0,0,4.0,9.5,3740,0,1997,0,98004,47.644,-122.185,3665,17557.5,20150420T000000
2011400583,402000.0,3.0,2.5,2700.0,9994,1.0,0,0,4.0,7.0,1350,1350,1959,0,98198,47.397,-122.321,2470,10664.0,20140606T000000
3526039160,1100000.0,3.0,3.0,3700.0,16857,1.0,0,0,3.0,9.5,2170,1400,2000,0,98117,47.6956,-122.392,2320,12000.0,20140814T000000
8718500495,375000.0,4.0,1.75,2190.0,9225,1.0,0,0,4.0,7.0,1250,940,1959,0,98028,47.7396,-122.256,2190,9225.0,20140730T000000
3815500165,396000.0,5.0,2.75,2840.0,12253,1.0,0,0,3.0,7.0,1420,1400,1960,0,98028,47.7618,-122.253,2210,11620.0,20140911T000000
5104450690,320000.0,4.0,2.75,2610.0,9077,1.0,0,0,4.0,8.0,1310,1300,1987,0,98058,47.4612,-122.147,1900,10500.0,20140716T000000
7202260300,610000.0,3.0,2.5,2630.0,5827,2.0,0,0,3.0,8.0,2630,0,2001,0,98053,47.688,-122.038,2330,4715.0,20140709T000000
1423600300,249950.0,3.0,1.5,1090.0,7698,1.0,0,0,5.0,7.0,1090,0,1966,0,98058,47.4553,-122.174,1540,7624.0,20141117T000000
1796100015,675000.0,4.0,3.5,3090.0,19160,2.0,0,0,3.0,9.0,3090,0,1999,0,98092,47.3087,-122.088,2400,17557.5,20150423T000000
3874900090,448000.0,2.0,2.0,1670.0,7772,1.0,0,0,4.0,6.0,860,810,1919,0,98126,47.5461,-122.377,1300,7770.0,20150326T000000
4232902615,819000.0,3.0,1.0,1300.0,3600,2.0,0,0,3.0,7.0,1300,0,1900,0,98119,47.6345,-122.366,2510,4800.0,20150428T000000
3585900495,1129575.0,3.0,2.5,3670.0,18505,1.0,0,0,3.0,9.5,2530,1140,1983,0,98177,47.7588,-122.376,2920,17557.5,20141110T000000
3790700110,225000.0,4.0,2.5,1700.0,6031,2.0,0,0,3.0,8.0,1700,0,1994,0,98030,47.3582,-122.191,1930,6035.0,20141201T000000
3626079040,790000.0,2.0,3.0,2560.0,19160,1.0,0,0,3.0,8.0,2560,0,2004,0,98014,47.6955,-121.861,1620,17557.5,20140730T000000
2461900375,685000.0,4.0,2.5,2770.0,6000,2.0,0,0,3.0,8.0,2400,370,1993,0,98136,47.5536,-122.383,2120,6000.0,20150414T000000
8651611690,812000.0,3.0,3.25,3240.0,8338,2.0,0,0,3.0,9.0,3240,0,2001,0,98074,47.6321,-122.064,3420,8405.0,20140620T000000
8682301050,705000.0,2.0,2.5,2300.0,6400,1.0,0,0,3.0,8.0,2300,0,2007,0,98053,47.7196,-122.02,2300,6400.0,20141202T000000
1858600042,360000.0,4.0,3.0,2483.0,6870,2.0,0,0,3.0,8.0,2483,0,2005,0,98030,47.3627,-122.199,1943,6434.0,20150429T000000
2767604252,344000.0,1.5,1.5,760.0,779,3.0,0,0,3.0,8.0,760,0,2006,0,98107,47.6715,-122.382,1290,1189.0,20150112T000000
1954700615,825000.0,4.0,1.5,2040.0,6900,2.0,0,0,3.0,9.0,2040,0,1903,0,98112,47.6188,-122.285,3150,8220.0,20141022T000000
6844702690,476500.0,3.0,1.0,1200.0,6120,1.0,0,0,4.0,7.0,950,250,1945,0,98115,47.6929,-122.287,1550,6120.0,20150427T000000
2695600195,379500.0,2.0,1.0,960.0,5096,1.0,0,0,5.0,7.0,960,0,1949,0,98126,47.5314,-122.378,1760,4488.0,20141124T000000
426059055,620000.0,3.0,1.75,2410.0,19160,1.0,0,0,3.0,8.0,2410,0,1980,0,98072,47.7651,-122.166,2110,16980.0,20141003T000000
1769600147,477590.0,3.0,3.25,2260.0,7701,2.0,0,0,3.0,8.0,1760,500,2000,0,98146,47.5053,-122.377,1880,7529.0,20140731T000000
9268200300,490000.0,3.0,1.0,1910.0,8190,1.0,0,0,4.0,7.0,1010,900,1946,0,98117,47.697,-122.365,1600,5042.0,20140520T000000
3052700855,470000.0,3.0,1.5,1500.0,5000,1.5,0,0,4.0,7.0,1140,360,1927,0,98117,47.679,-122.373,1500,5000.0,20140628T000000
9828702262,500000.0,3.0,2.25,1360.0,1236,2.0,0,0,3.0,8.0,1140,220,2006,0,98112,47.6198,-122.299,1620,1231.0,20140724T000000
1568100386,370000.0,3.0,1.0,1320.0,7341,1.0,0,0,3.0,7.0,1320,0,1982,0,98155,47.7367,-122.295,1160,7573.0,20140630T000000
4385700735,790000.0,2.0,1.5,1940.0,4400,1.0,0,0,3.0,7.0,970,970,1923,0,98112,47.6371,-122.279,1480,3080.0,20150311T000000
3425059206,725000.0,4.0,2.5,2650.0,18295,2.0,0,0,3.0,8.0,2650,0,1986,0,98005,47.6075,-122.154,2230,17557.5,20140624T000000
6848200018,840000.0,4.0,2.75,3040.0,2800,2.0,0,0,3.0,9.0,2100,940,1906,0,98102,47.6245,-122.327,1260,2178.0,20140528T000000
3023049256,390000.0,3.0,1.0,1240.0,11108,1.0,0,0,4.0,7.0,1240,0,1952,0,98166,47.4465,-122.354,2220,16533.0,20140604T000000
4019301500,507000.0,3.0,2.25,2210.0,11585,1.0,0,0,4.0,7.0,1510,700,1958,0,98155,47.7574,-122.279,1870,14092.0,20140828T000000
402000115,263500.0,3.0,1.75,1540.0,6273,1.0,0,0,4.0,6.0,770,770,1951,0,98118,47.5305,-122.277,1140,5512.0,20141122T000000
9206950110,369000.0,3.0,2.5,1320.0,1683,2.0,0,0,3.0,8.0,1270,50,2004,0,98106,47.5357,-122.365,1320,2206.0,20140712T000000
8106300820,500000.0,3.0,2.5,3040.0,5326,2.0,0,0,3.0,9.0,3040,0,2008,0,98055,47.4472,-122.207,3040,5442.0,20140814T000000
8082400011,570000.0,2.0,1.0,910.0,4301,1.0,0,0,4.0,7.0,910,0,1923,0,98117,47.6814,-122.399,1810,4301.0,20150406T000000
7137960110,284000.0,4.0,3.0,2040.0,7145,1.0,0,0,3.0,8.0,1490,550,1994,0,98092,47.3275,-122.171,1940,7145.0,20150306T000000
546000820,415000.0,2.0,1.0,980.0,4108,1.0,0,0,3.0,7.0,980,0,1947,0,98117,47.687,-122.381,1500,4046.0,20141110T000000
3330500705,197500.0,3.0,1.0,980.0,3090,1.5,0,0,3.0,6.0,980,0,1903,0,98118,47.5525,-122.277,980,3090.0,20140515T000000
1454600266,925000.0,4.0,3.625,4234.5,9492,2.0,0,0,3.0,9.0,3420,1000,1962,0,98125,47.7211,-122.283,2880,9900.0,20141027T000000
3335000025,468000.0,3.0,2.0,1570.0,6300,1.0,0,0,3.0,7.0,820,750,1953,0,98118,47.5565,-122.275,1510,4281.0,20141112T000000
1454100056,355000.0,3.0,1.0,1600.0,5001,1.5,0,0,5.0,6.0,1080,520,1930,0,98125,47.7232,-122.289,1340,5001.0,20140715T000000
5035300090,639000.0,4.0,1.75,1830.0,6000,1.0,0,0,4.0,7.0,930,900,1939,0,98199,47.6536,-122.41,1540,6000.0,20140812T000000
7504050090,720000.0,3.0,2.5,2820.0,14250,2.0,0,0,3.0,9.5,2820,0,1991,0,98074,47.6396,-122.054,2820,12600.0,20150412T000000
408100110,381000.0,3.0,1.75,1800.0,6000,1.0,0,0,5.0,6.0,900,900,1950,0,98155,47.7505,-122.317,1060,6628.0,20140612T000000
5701700011,1050000.0,3.0,3.625,4234.5,19160,2.0,0,0,5.0,9.5,3740,0,1983,0,98052,47.7167,-122.109,3630,17557.5,20140523T000000
3629970930,670000.0,3.0,3.0,2980.0,3730,2.0,0,0,3.0,9.0,2980,0,2005,0,98029,47.5533,-121.995,2710,3640.0,20141111T000000
7017200110,400000.0,3.0,1.0,1690.0,6658,1.0,0,0,3.0,7.0,1690,0,1942,0,98133,47.7099,-122.35,1080,5925.0,20141028T000000
4054500590,910000.0,4.0,3.5,4040.0,19160,2.0,0,0,3.0,9.5,3740,0,1987,0,98077,47.7196,-122.048,3665,17557.5,20140626T000000
2126059048,294000.0,3.0,1.0,1250.0,9427,1.0,0,0,3.0,6.0,1250,0,1931,0,98034,47.7254,-122.175,1590,8250.0,20150402T000000
984200590,315001.0,3.0,1.75,1500.0,10230,1.0,0,0,2.0,7.0,1500,0,1968,0,98058,47.4349,-122.168,1770,8374.0,20150310T000000
9353300090,360000.0,3.0,2.0,1630.0,10723,1.0,0,0,5.0,7.0,1630,0,1959,0,98059,47.4898,-122.133,1450,10723.0,20140731T000000
7600057,520000.0,3.0,2.0,1410.0,2700,2.0,0,0,4.0,7.0,1410,0,1902,0,98122,47.6029,-122.302,1750,4000.0,20140805T000000
2919701944,474000.0,3.0,1.0,1140.0,4560,1.0,0,0,4.0,6.0,770,370,1944,0,98117,47.6889,-122.362,1340,3980.0,20141010T000000
7202341110,702000.0,4.0,2.5,3280.0,5876,2.0,0,0,3.0,7.0,3280,0,2004,0,98053,47.6802,-122.034,2600,5000.0,20150313T000000
1122069019,728000.0,4.0,3.5,3490.0,19160,2.0,0,0,3.0,9.0,3490,0,2001,0,98038,47.4028,-122.002,2400,17557.5,20140826T000000
1565950090,308000.0,4.0,2.5,2020.0,7277,2.0,0,0,3.0,8.0,2020,0,1993,0,98055,47.4318,-122.19,2820,7284.0,20150305T000000
1724069059,1129575.0,5.0,3.625,4234.5,4443,3.0,0,0,3.0,9.5,3740,0,2004,0,98075,47.5682,-122.059,2710,4443.0,20140524T000000
4137000110,340000.0,3.0,2.5,2270.0,7917,2.0,0,0,3.0,8.0,2270,0,1986,0,98092,47.2643,-122.22,2160,7917.0,20140725T000000
7849200945,306500.0,2.0,1.75,1310.0,10200,1.0,0,0,4.0,6.0,1310,0,1947,0,98065,47.5231,-121.8205,1500,7200.0,20150401T000000
2397101270,716000.0,3.0,2.0,1420.0,3600,1.5,0,0,4.0,7.0,1420,0,1904,0,98119,47.6367,-122.364,1250,3600.0,20150126T000000
2726059100,950000.0,4.0,3.0,2980.0,19160,2.0,0,0,2.0,9.5,2640,340,1981,0,98034,47.7154,-122.161,2010,7332.0,20140909T000000
7202331500,673200.0,5.0,3.0,4180.0,8561,2.0,0,0,3.0,7.0,3740,0,2003,0,98053,47.6833,-122.04,3425,6591.0,20140829T000000
439000090,564500.0,4.0,2.25,1950.0,6000,1.0,0,0,3.0,7.0,1350,600,1961,0,98115,47.6909,-122.301,1980,6000.0,20150323T000000
7788000100,393000.0,4.0,1.75,1790.0,11801,1.0,0,0,4.0,8.0,1790,0,1974,0,98056,47.5172,-122.17,2000,12988.0,20150206T000000
8658300315,425000.0,5.0,1.75,1400.0,5071,1.0,0,0,3.0,5.5,1400,0,1916,0,98014,47.6499,-121.908,1200,7500.0,20150312T000000
1723049567,150000.0,3.0,1.0,1320.0,19160,1.0,0,0,3.0,7.0,1320,0,1979,0,98168,47.4771,-122.322,1120,17557.5,20140730T000000
621069039,327000.0,4.0,2.25,1620.0,19160,1.0,0,0,3.0,8.0,1200,420,1980,0,98042,47.3394,-122.091,1620,17557.5,20150220T000000
6806300750,444900.0,4.0,2.5,3120.0,7448,2.0,0,0,3.0,9.0,3120,0,1998,0,98042,47.3645,-122.126,2980,8102.0,20150318T000000
1898900100,305000.0,4.0,2.5,2100.0,14773,2.0,0,0,3.0,8.0,2100,0,1998,0,98023,47.3045,-122.391,2370,15440.0,20140722T000000
2767603931,469000.0,3.0,3.25,1370.0,1194,3.0,0,0,3.0,8.0,1370,0,2004,0,98107,47.6718,-122.388,1800,2678.0,20140818T000000
6072400820,525000.0,3.0,1.75,1520.0,7875,1.0,0,0,5.0,8.0,1520,0,1969,0,98006,47.5569,-122.176,2150,9428.0,20140926T000000
1922059396,330000.0,3.0,2.5,2410.0,17424,1.0,0,0,3.0,7.0,1630,780,1978,0,98030,47.3741,-122.218,1530,11761.0,20150404T000000
8818900300,618000.0,4.0,1.0,1260.0,4080,1.0,0,0,4.0,7.0,1260,0,1911,0,98105,47.6644,-122.324,1340,4080.0,20141002T000000
9264910900,295500.0,4.0,2.5,2830.0,7350,1.0,0,0,3.0,8.0,1690,1140,1982,0,98023,47.3088,-122.341,2350,7768.0,20141117T000000
3223039013,567035.0,3.0,2.0,2064.0,19160,2.0,0,0,5.0,7.0,2064,0,1903,0,98070,47.4469,-122.455,1640,17557.5,20140718T000000
5561300750,518000.0,4.0,2.25,2640.0,19160,1.0,0,0,3.0,8.0,1770,870,1977,0,98027,47.4688,-122.009,2500,17557.5,20140725T000000
9407111220,303000.0,2.0,1.0,1020.0,9200,1.0,0,0,3.0,7.0,1020,0,1978,0,98045,47.4461,-121.8205,1520,9600.0,20150504T000000
1332200110,300000.0,4.0,2.5,2200.0,8065,2.0,0,0,3.0,7.0,2200,0,1998,0,98031,47.4042,-122.213,2641,8535.0,20140708T000000
2207200820,413107.0,3.0,1.5,1420.0,7520,1.0,0,0,4.0,7.0,1420,0,1956,0,98007,47.601,-122.134,2000,7520.0,20141015T000000
3362400615,400000.0,3.0,1.0,1350.0,3090,1.5,0,0,5.0,6.0,1350,0,1914,0,98103,47.682,-122.348,1350,3090.0,20140820T000000
3013300017,535000.0,3.0,1.0,1290.0,6859,1.0,0,0,4.0,7.0,1290,0,1941,0,98136,47.5317,-122.387,1560,6369.0,20150408T000000
1982200015,555000.0,4.0,2.0,1680.0,2600,1.0,0,0,5.0,7.0,840,840,1915,0,98107,47.6648,-122.363,1680,3340.0,20140919T000000
7140700300,312000.0,3.0,2.5,2280.0,6386,2.0,0,0,3.0,8.0,2280,0,2008,0,98042,47.3861,-122.096,2550,4835.0,20141119T000000
9363600457,785200.0,3.0,2.25,1840.0,3500,1.5,0,0,5.0,8.0,1540,300,1910,0,98122,47.6063,-122.292,1800,3300.0,20140603T000000
1245001220,749000.0,4.0,2.0,2040.0,11850,1.0,0,0,3.0,7.0,1020,1020,1959,0,98033,47.6891,-122.208,2040,8504.0,20141016T000000
723049333,285000.0,3.0,1.5,1490.0,10367,1.0,0,0,3.0,7.0,1010,480,1957,0,98146,47.4973,-122.347,1000,8254.0,20150405T000000
7853301220,425000.0,4.0,2.5,2440.0,5088,2.0,0,0,3.0,7.0,2440,0,2007,0,98065,47.5406,-121.889,2440,5762.0,20140910T000000
8665900336,360000.0,3.0,2.0,1930.0,15540,1.0,0,0,3.0,8.0,1260,670,1958,0,98155,47.7675,-122.307,1900,12123.0,20140717T000000
1591000015,260000.0,3.0,1.0,1200.0,6615,1.0,0,0,4.0,7.0,1200,0,1954,0,98106,47.5168,-122.351,1230,6615.0,20150505T000000
7972601270,369000.0,3.0,2.0,1550.0,8509,1.0,0,0,3.0,7.0,1150,400,1959,0,98106,47.5299,-122.344,1840,7620.0,20140530T000000
1221039156,275000.0,4.0,2.5,2180.0,11132,1.0,0,0,4.0,8.0,1620,560,1978,0,98023,47.3187,-122.367,1950,13801.0,20140815T000000
993001332,407000.0,3.0,2.25,1430.0,1448,3.0,0,0,3.0,8.0,1430,0,2005,0,98103,47.6916,-122.341,1430,1383.0,20140903T000000
7748000025,575000.0,2.0,1.75,1230.0,5418,1.0,0,0,3.0,8.0,990,240,1949,0,98117,47.6839,-122.376,1330,5074.0,20150412T000000
7871500485,1129575.0,3.0,1.5,1670.0,3852,2.0,0,0,4.0,8.0,1670,0,1928,0,98119,47.6411,-122.371,2320,4572.0,20150427T000000
1370802540,875000.0,2.0,2.5,2720.0,4913,1.0,0,0,4.0,8.0,1700,1020,1936,0,98199,47.6384,-122.404,2520,5303.0,20150108T000000
1839500115,320000.0,4.0,1.5,2220.0,6811,1.0,0,0,4.0,7.0,1270,950,1961,0,98056,47.5059,-122.193,1800,7350.0,20140712T000000
4389201064,810000.0,3.0,1.5,1520.0,9041,1.0,0,0,4.0,7.0,1520,0,1954,0,98004,47.6158,-122.213,3260,10020.0,20140703T000000
1545805820,274000.0,3.0,1.75,1590.0,7620,1.0,0,0,4.0,7.0,1090,500,1984,0,98038,47.3655,-122.048,1590,7620.0,20150414T000000
273800100,239900.0,4.0,1.75,1480.0,9523,1.0,0,0,3.0,7.0,1120,360,1959,0,98030,47.3732,-122.217,1590,8300.0,20141219T000000
7663700654,450000.0,4.0,1.5,1860.0,7808,1.0,0,0,3.0,7.0,1080,780,1953,0,98125,47.7314,-122.3,1530,7884.0,20141214T000000
3751606513,263400.0,4.0,2.0,1360.0,19160,1.0,0,0,3.0,6.0,960,400,1960,0,98001,47.2718,-122.265,1930,17557.5,20140630T000000
399000025,265000.0,3.0,1.0,1360.0,5967,1.0,0,0,3.0,6.0,1360,0,1954,0,98178,47.4973,-122.256,1360,6052.0,20150415T000000
7130300785,418000.0,4.0,3.0,2360.0,6250,1.0,0,0,3.0,7.0,1460,900,1960,0,98118,47.512,-122.249,2500,6250.0,20140616T000000
3818700123,390000.0,3.0,2.0,2360.0,5737,2.0,0,0,3.0,8.0,2360,0,2003,0,98028,47.7633,-122.262,1600,9163.0,20140813T000000
7891600245,430000.0,3.0,2.0,1860.0,7500,1.0,0,0,3.0,7.0,930,930,1909,0,98106,47.5662,-122.364,1000,5000.0,20150422T000000
5556300076,1129575.0,3.0,2.25,2630.0,9705,2.5,0,0,4.0,8.0,2630,0,1987,0,98052,47.6485,-122.121,2640,14284.0,20150423T000000
3421069118,297000.0,2.0,1.75,1280.0,19160,1.0,0,0,4.0,7.0,1280,0,1996,0,98022,47.2631,-122.019,2180,17557.5,20141120T000000
7280300042,650000.0,4.0,2.25,2330.0,7220,2.0,0,0,3.0,8.0,1600,730,1988,0,98177,47.7764,-122.386,2220,9100.0,20150401T000000
9368700031,195000.0,2.0,1.0,720.0,18000,1.0,0,0,3.0,6.0,720,0,1950,0,98178,47.5054,-122.261,1250,7925.0,20140509T000000
3223069118,554000.0,3.0,3.5,3380.0,19160,2.0,0,0,3.0,9.0,2700,680,1999,0,98058,47.4316,-122.075,2250,17557.5,20140616T000000
2522029039,550000.0,3.0,2.0,3650.0,19160,2.0,0,0,4.0,7.0,3650,0,1991,0,98070,47.3627,-122.496,1870,17557.5,20140929T000000
7977200590,700000.0,3.0,1.75,1640.0,4590,1.5,0,0,5.0,7.0,1640,0,1951,0,98115,47.6846,-122.294,1760,5100.0,20150219T000000
3124089086,300000.0,4.0,1.0,1730.0,19160,1.5,0,0,3.0,5.5,1730,0,1948,0,98065,47.5163,-121.829,1400,17557.5,20141002T000000
1568100215,315000.0,2.0,1.0,1030.0,8576,1.5,0,0,5.0,6.0,1030,0,1952,0,98155,47.7352,-122.295,1310,8504.0,20141007T000000
5364200649,603000.0,3.0,1.0,1790.0,5250,1.0,0,0,3.0,7.0,1400,390,1943,0,98105,47.6627,-122.276,1790,5250.0,20141008T000000
2771601730,530000.0,2.0,1.0,840.0,3400,1.0,0,0,4.0,7.0,840,0,1924,0,98119,47.6403,-122.372,2000,4000.0,20140629T000000
7201800300,397500.0,3.0,1.75,1300.0,8480,1.0,0,0,3.0,7.0,1300,0,1969,0,98052,47.6991,-122.13,1740,7280.0,20140909T000000
7224500300,221000.0,3.0,1.0,1240.0,5250,1.5,0,0,4.0,6.0,1240,0,1904,0,98055,47.4917,-122.206,1240,5250.0,20150325T000000
3876312350,466000.0,4.0,2.25,2170.0,8050,1.0,0,0,3.0,7.0,1220,950,1976,0,98072,47.7354,-122.174,1820,7700.0,20141202T000000
853000261,197500.0,3.0,1.0,1330.0,5412,2.0,0,0,5.0,7.0,1330,0,1905,0,98022,47.2053,-121.993,1710,10825.0,20140619T000000
7165700110,280000.0,3.0,3.0,1390.0,1080,2.0,0,0,3.0,7.0,1140,250,2006,0,98118,47.5325,-122.282,1450,1461.0,20150507T000000
5708500208,412000.0,2.0,1.5,1240.0,3873,1.0,0,0,4.0,6.0,860,380,1909,0,98116,47.5752,-122.388,1240,4336.0,20141003T000000
5014000215,454000.0,2.0,1.0,880.0,6731,1.0,0,0,4.0,7.0,880,0,1950,0,98116,47.5694,-122.395,1240,6731.0,20140818T000000
2126079014,540000.0,4.0,2.25,2540.0,19160,1.0,0,0,3.0,8.0,1450,1090,1990,0,98019,47.719,-121.912,1780,17557.5,20140512T000000
5595900090,250000.0,5.0,1.5,2520.0,5753,1.5,0,0,4.0,7.0,1510,1010,1928,0,98022,47.2058,-121.997,1620,6875.0,20140609T000000
1445500100,900000.0,5.0,2.25,2510.0,19160,1.0,0,0,3.0,9.0,2510,0,1967,0,98005,47.6435,-122.154,3160,17557.5,20150511T000000
4270600025,245000.0,5.0,1.75,2020.0,7902,1.0,0,0,3.0,7.0,1220,800,1962,0,98168,47.51,-122.327,2220,8819.0,20140513T000000
3546000490,290000.0,3.0,1.75,2060.0,7251,1.0,0,0,3.0,7.0,1350,710,1987,0,98030,47.3569,-122.175,1520,7582.0,20141007T000000
423049067,160000.0,2.0,1.0,930.0,7742,1.0,0,0,3.0,6.0,930,0,1933,0,98168,47.507,-122.302,2240,8723.0,20150205T000000
9272201250,1129575.0,2.0,1.5,2700.0,7225,1.5,0,0,3.0,8.0,1660,1040,1910,0,98116,47.5892,-122.383,2970,5150.0,20150330T000000
3226049184,325000.0,2.0,1.0,1060.0,6050,1.0,0,0,3.0,7.0,940,120,1939,0,98125,47.7028,-122.321,1540,5279.0,20150327T000000
5381000082,185000.0,2.0,1.0,670.0,6750,1.0,0,0,4.0,5.5,670,0,1947,0,98188,47.4521,-122.283,1700,11520.0,20150108T000000
475000750,477000.0,3.0,2.0,1750.0,4990,1.0,0,0,3.0,7.0,950,800,1916,0,98107,47.6667,-122.361,1700,5000.0,20140925T000000
1900000195,100000.0,2.0,1.0,930.0,7623,1.0,0,0,2.0,6.0,930,0,1942,0,98166,47.467,-122.349,1300,7641.0,20140630T000000
5162100820,345000.0,4.0,2.5,2420.0,11481,1.0,0,0,3.0,8.0,1370,1050,1985,0,98003,47.341,-122.318,2290,8985.0,20150504T000000
6113400047,530000.0,4.0,2.25,2410.0,14985,1.0,0,0,4.0,7.0,1950,460,1965,0,98166,47.4278,-122.343,2510,15256.0,20150331T000000
